,ubicgeob,cod_expe,cod_deli,delito,calificacion del delito,grado consumacion,forma de comision,forma de accion,tipo modalidad,elementos comision,tipo concurso,tipo clasificacion,entidad ,municipio,fecha,total procesados,total victima
14549,12001,33876,29553,10400,2,1,1,2,1,3,0,1,12,12001,2016-02-04,1,1
14550,12001,33877,29397,30500,2,1,1,2,1,3,0,1,12,12001,2014-06-15,1,1
14551,12001,33878,29535,30100,2,1,1,2,1,3,0,1,12,12001,2015-09-08,1,1
14552,12001,33880,29557,10400,2,1,2,2,1,6,3,1,12,12001,2016-02-28,1,1
14553,12001,33881,29403,50200,2,1,1,2,1,0,0,1,12,12001,2011-11-01,1,1
14554,12001,33882,29540,50200,2,1,1,2,1,0,0,2,12,12001,2012-10-02,1,2
14555,12001,33887,29537,50200,2,1,1,2,1,0,0,3,12,12001,2007-12-04,1,1
14557,12001,33890,29547,50200,2,1,1,2,1,0,0,2,12,12001,2014-10-10,1,2
14558,12001,33891,29567,50200,2,1,1,2,1,0,0,2,12,12001,2015-11-22,1,2
14560,12001,33895,29570,70100,2,1,1,2,1,6,0,3,12,12001,2016-02-20,1,1
14561,12001,33896,29417,10400,2,1,1,2,1,3,0,1,12,12001,2014-12-21,1,1
14562,12001,33897,29555,10100,1,1,1,1,3,1,3,1,12,12001,2014-12-13,3,1
14563,12001,33897,29559,10400,2,1,1,1,4,1,3,1,12,12001,2014-12-13,3,1
14564,12001,33898,29549,40100,2,1,1,2,1,0,0,1,12,12001,2013-10-16,3,1
14565,12001,33900,29423,50200,2,1,1,2,1,6,0,1,12,12001,2013-10-20,1,1
14566,12001,33902,29552,50100,2,1,1,1,1,3,0,1,12,12001,2015-07-16,1,1
14567,12001,33902,29556,10400,2,1,1,1,1,3,0,1,12,12001,2015-07-16,1,1
14568,12001,33903,29581,40600,2,1,2,2,1,6,0,1,12,12001,2016-02-08,1,1
14569,12001,33903,29584,10400,2,1,2,2,1,6,0,1,12,12001,2016-02-08,1,1
14570,12001,33905,29568,40100,2,1,1,2,1,7,0,1,12,12001,2014-06-26,1,1
14571,12001,33906,29560,70100,2,1,1,2,1,7,3,1,12,12001,2016-02-08,1,1
14572,12001,33907,29589,40300,2,1,1,2,1,0,0,3,12,12001,2015-11-25,1,1
14574,12001,33910,29592,10400,2,1,2,2,1,6,0,1,12,12001,2014-12-21,1,1
14575,12001,33911,29437,10400,2,1,1,2,1,6,0,1,12,12001,2014-11-11,2,1
14576,12001,33913,29571,50100,2,1,1,1,1,2,3,1,12,12001,2016-02-14,1,1
14577,12001,33916,29580,70100,2,1,1,2,1,6,0,3,12,12001,2015-11-30,1,1
14578,12001,33917,29574,40100,2,1,1,2,1,0,3,1,12,12001,2015-09-05,1,1
14579,12001,33918,29601,70100,2,1,1,2,1,6,0,3,12,12001,2016-03-07,2,1
14580,12001,33919,29447,30400,1,1,1,1,3,3,0,1,12,12001,2015-01-27,1,1
14581,12001,33920,29583,10100,1,1,1,1,4,3,3,1,12,12001,2016-01-17,1,1
14582,12001,33920,29587,30400,1,1,1,1,1,3,3,1,12,12001,2016-01-17,1,1
14583,12001,33921,29604,70100,2,1,1,2,1,6,0,3,12,12001,2016-03-09,1,1
14584,12001,33924,29609,30400,1,1,1,1,1,3,0,1,12,12001,2015-09-27,1,1
14585,12001,33925,29462,50100,2,1,1,1,1,3,0,1,12,12001,2014-11-27,1,1
14586,12001,33926,29594,10400,2,1,1,1,4,3,0,1,12,12001,2015-10-28,1,1
14587,12001,33927,29585,70100,2,1,1,2,1,7,3,1,12,12001,2015-11-29,1,1
14588,12001,33929,29468,40100,1,1,1,1,3,6,0,1,12,12001,2014-04-11,1,1
14589,12001,33932,29619,40600,2,1,1,2,1,6,0,1,12,12001,2016-02-08,1,1
14590,12001,33934,29602,10100,1,1,1,1,4,1,0,1,12,12001,2015-12-07,1,2
14591,12001,33935,29596,70100,2,1,1,2,1,7,3,1,12,12001,2016-02-25,1,1
14592,12001,33936,29624,30400,1,1,1,1,3,3,0,1,12,12001,2013-10-30,1,1
14593,12001,33937,29477,40600,3,3,3,3,6,7,0,4,12,12001,2015-02-14,2,2
14594,12001,33938,29606,70100,2,1,1,2,1,6,0,3,12,12001,2015-12-23,1,1
14595,12001,33940,29629,70100,2,1,1,2,1,6,0,3,12,12001,2016-03-21,1,1
14596,12001,33941,29482,30100,2,1,1,2,1,3,0,1,12,12001,2014-11-13,1,1
14597,12001,33942,29610,20300,2,1,1,1,1,6,0,3,12,12001,2015-06-24,1,1
14598,12001,33943,29603,40104,1,1,1,1,3,1,3,1,12,12001,2016-02-28,1,1
14599,12001,33944,29634,70100,2,1,1,2,1,6,0,3,12,12001,2015-12-29,1,1
14600,12001,33948,29639,70100,2,1,1,2,1,6,0,3,12,12001,2016-01-16,2,1
14601,12001,33951,29613,40400,2,1,1,2,1,0,3,1,12,12001,2012-10-08,1,1
14602,12001,33952,29644,70100,2,1,1,2,1,6,0,3,12,12001,2016-03-29,1,1
14603,12001,33954,29626,40600,2,1,2,2,1,6,0,1,12,12001,2015-11-28,1,1
14604,12001,33956,29649,50200,2,1,1,2,1,0,0,2,12,12001,2015-09-08,1,1
14605,12001,33959,29623,50200,2,1,1,2,1,7,3,1,12,12001,2015-08-12,1,1
14606,12001,33960,29654,70100,2,1,1,2,1,6,0,3,12,12001,2016-04-04,1,1
14607,12001,33962,29635,10100,1,1,1,1,4,1,0,1,12,12001,2016-02-04,2,1
14608,12001,33963,29628,40100,2,1,1,2,1,7,3,1,12,12001,2016-02-26,1,1
14609,12001,33964,29659,50100,2,1,1,1,1,3,0,3,12,12001,2009-03-18,1,1
14610,12001,33967,29633,10400,2,1,1,1,1,3,3,1,12,12001,2016-02-09,2,2
14611,12001,33968,29663,50200,2,1,1,2,1,0,0,2,12,12001,2015-09-30,1,1
14612,12001,33972,29638,50200,2,1,1,2,1,0,3,1,12,12001,2005-02-18,1,1
14613,12001,33973,29668,40600,2,2,2,2,1,6,0,1,12,12001,2016-02-06,1,1
14614,12001,33974,29612,40300,2,1,1,2,1,6,0,1,12,12001,2015-02-19,3,1
14615,12001,33976,29652,50100,2,1,1,1,1,3,3,3,12,12001,2016-02-11,1,1
14616,12001,33976,29657,10400,2,1,1,1,1,3,3,1,12,12001,2016-02-11,1,1
14617,12001,33977,29643,40600,2,1,2,2,1,6,3,1,12,12001,2015-12-12,1,2
14618,12001,33978,29673,20600,1,1,1,1,3,1,0,3,12,12001,2016-04-07,10,2
14619,12001,33980,29519,10400,2,1,2,2,1,6,0,1,12,12001,2015-05-20,1,1
14620,12001,33981,29660,30400,1,1,1,1,1,3,0,1,12,12001,2014-06-23,1,1
14621,12001,33982,29648,50200,2,1,1,2,1,7,3,1,12,12001,2010-11-05,1,1
14622,12001,33983,29678,10400,2,1,1,1,1,6,3,1,12,12001,2016-03-06,1,1
14623,12001,33983,29682,40100,2,1,1,1,3,6,3,1,12,12001,2016-03-06,1,1
14624,12001,33984,29622,40100,2,1,1,2,4,6,0,1,12,12001,2016-02-23,2,1
14625,12001,33987,29653,91800,2,1,1,2,1,0,3,1,12,12001,2014-11-28,1,1
14626,12001,33990,29527,50200,2,1,1,2,1,6,0,1,12,12001,2014-05-02,1,1
14627,12001,33991,29675,50100,2,1,1,1,1,3,0,3,12,12001,2015-12-06,1,1
14628,12001,33992,29658,30402,1,1,1,3,3,7,3,1,12,12001,2016-03-07,1,1
14629,12001,33993,29692,40300,2,1,1,2,1,0,0,3,12,12001,2015-11-02,2,1
14630,12001,33994,29631,50100,2,1,1,2,1,6,3,1,12,12001,2016-02-28,1,1
14631,12001,33994,29637,10400,2,1,1,2,1,6,3,1,12,12001,2016-02-28,1,1
14632,12001,33995,29531,40100,1,1,1,1,3,1,0,1,12,12001,2014-07-21,1,1
14633,12001,33996,29679,40700,2,1,1,2,1,6,0,3,12,12001,2014-07-01,3,1
14634,12001,33997,29697,40700,2,1,1,2,1,6,0,3,12,12001,2014-02-28,2,1
14635,12001,34002,29702,60101,2,1,1,2,1,6,3,3,12,12001,2015-06-03,1,2
14636,12001,34002,29706,30100,2,1,1,2,1,6,3,1,12,12001,2015-06-03,1,2
14637,12001,34003,29647,50200,2,1,1,2,1,6,0,2,12,12001,2015-03-01,1,3
14638,12001,34004,29539,70100,2,1,1,2,1,6,0,2,12,12001,2014-06-02,1,1
14639,12001,34005,29688,50100,2,1,1,1,1,3,0,3,12,12001,2016-01-29,1,1
14640,12001,34006,29672,10400,2,1,1,1,1,2,3,1,12,12001,2015-12-28,1,1
14641,12001,34007,29710,10400,2,1,2,2,1,6,3,1,12,12001,2015-12-23,1,3
14642,12001,34007,29715,40600,2,1,2,2,1,6,3,1,12,12001,2015-12-23,1,2
14643,12001,34008,29651,10400,2,1,1,2,1,3,3,1,12,12001,2016-01-31,1,1
14644,12001,34008,29656,50100,2,1,1,2,1,3,3,1,12,12001,2016-01-31,1,1
14645,12001,34009,29543,40600,2,1,2,2,1,6,0,1,12,12002,2014-04-18,1,1
14646,12001,34010,29694,70100,2,1,1,2,1,6,0,4,12,12001,2016-02-27,1,1
14647,12001,34011,29677,10400,2,1,1,2,1,3,3,1,12,12001,2015-12-25,1,1
14648,12001,34012,29719,50200,2,1,1,2,1,0,0,2,12,12001,2013-09-12,1,2
14649,12001,34013,29662,50200,2,1,1,2,1,6,0,2,12,12001,2015-03-15,1,1
14650,12001,34015,29699,30100,2,1,1,2,1,6,0,1,12,12001,2015-11-22,1,1
14651,12001,34017,29664,20600,1,1,1,1,5,1,0,1,12,12001,2013-08-27,1,1
14652,12001,34020,29686,90300,2,1,1,2,1,0,3,1,12,12001,2015-11-05,5,1
14653,12001,34021,29733,70100,2,1,1,2,1,6,0,3,12,12001,2016-04-26,1,1
14654,12001,34022,29670,40100,2,1,1,1,4,2,0,1,12,12001,2016-03-05,1,1
14655,12001,34023,29550,50100,2,1,1,1,1,6,0,1,12,12001,2015-04-17,1,2
14656,12001,34023,29554,10400,2,1,1,1,1,6,0,1,12,12001,2015-04-16,1,2
14657,12001,34023,29558,40600,2,1,1,1,1,6,0,1,12,12002,2015-04-17,1,2
14658,12001,34027,29674,40600,2,1,1,2,1,6,0,1,12,12001,2015-12-21,1,1
14659,12001,34028,29562,50200,2,1,1,2,1,6,0,1,12,12001,2014-08-01,1,4
14660,12001,34029,29712,40100,2,1,1,2,1,0,0,1,12,12001,2016-03-02,1,1
14661,12001,34030,29696,70100,2,1,1,2,1,7,3,1,12,12001,2016-03-21,1,1
14662,12001,34032,29681,70100,2,1,1,2,1,6,0,1,12,12001,2016-02-26,1,1
14663,12001,34034,29718,10100,2,1,2,2,1,6,3,1,12,12001,2016-03-04,1,1
14664,12001,34034,29722,10400,2,1,2,2,1,6,3,1,12,12001,2016-03-04,1,4
14665,12001,34034,29725,40600,2,1,2,2,1,6,3,1,12,12001,2016-03-04,1,1
14666,12001,34035,29701,40700,2,1,1,2,1,7,3,1,12,12001,2015-06-27,1,1
14667,12001,34036,29747,70100,2,1,1,2,1,6,0,3,12,12001,2016-04-13,1,1
14668,12001,34037,29685,40600,2,1,1,2,1,6,0,1,12,12001,2014-11-26,1,1
14669,12001,34038,29573,10400,2,1,1,1,1,6,0,1,12,12001,2014-08-03,4,2
14670,12001,34040,29751,40300,2,1,1,2,1,6,0,3,12,12001,2015-12-06,1,1
14671,12001,34041,29690,50200,2,1,1,2,1,6,0,2,12,12001,2015-06-15,1,1
14672,12001,34042,29577,70100,2,1,1,2,1,6,0,1,12,12001,2014-12-30,1,1
14673,12001,34044,29709,50100,2,1,1,1,1,3,3,1,12,12001,2016-03-27,1,1
14674,12001,34044,29714,10400,2,1,1,1,1,3,3,1,12,12001,2016-03-27,1,1
14675,12001,34045,29756,10400,2,1,2,2,1,6,0,1,12,12001,2015-07-08,1,1
14676,12001,34047,29579,40300,2,1,1,2,1,6,0,1,12,12001,2006-03-26,1,1
14677,12001,34048,29744,40300,2,1,1,2,1,0,0,3,12,12001,2015-06-20,1,1
14678,12001,34049,29760,50100,2,1,1,1,1,3,0,3,12,12001,2016-01-20,2,1
14679,12001,34051,29582,10500,3,3,3,3,6,0,0,4,12,12001,2011-10-20,2,1
14680,12001,34052,29749,70900,2,1,2,2,1,6,0,1,12,12001,2014-11-14,1,1
14681,12001,34053,29765,40300,2,1,1,2,1,6,0,3,12,12001,2014-03-27,1,1
14682,12001,34054,29704,30100,2,1,1,2,1,3,0,1,12,12001,2015-06-21,1,1
14683,12001,34056,29753,40600,2,1,1,2,1,6,0,1,12,12001,2015-11-20,5,1
14684,12001,34057,29727,70100,2,1,1,2,1,7,3,1,12,12001,2016-03-30,1,1
14685,12001,34058,29769,50200,2,1,1,2,1,0,0,2,12,12001,2013-07-03,1,3
14686,12001,34059,29707,50100,2,1,1,2,1,3,3,1,12,12001,2015-06-16,1,1
14687,12001,34059,29711,10400,2,1,1,2,1,3,3,1,12,12001,2015-06-16,1,1
14688,12001,34060,29590,50200,2,1,1,2,1,6,0,1,12,12001,2013-12-11,1,2
14689,12001,34061,29757,10100,1,1,1,1,4,2,0,1,12,12001,2016-02-22,1,1
14690,12001,34062,29732,10400,2,1,2,2,1,6,3,1,12,12001,2016-02-08,1,1
14691,12001,34064,29716,10400,2,1,1,2,1,3,3,1,12,12001,2015-12-23,1,1
14692,12001,34064,29720,50100,2,1,1,2,1,3,3,1,12,12001,2015-12-23,1,1
14693,12001,34066,29762,10400,2,1,2,2,1,6,3,1,12,12001,2016-03-13,1,2
14694,12001,34066,29768,40600,2,1,2,2,1,6,3,1,12,12001,2016-03-13,1,1
14695,12001,34068,29779,40800,2,1,1,2,1,0,0,3,12,12001,2015-05-02,1,1
14696,12001,34069,29726,90300,2,1,1,2,1,6,0,1,12,12001,2011-11-16,3,1
14697,12001,34070,29598,50200,2,1,1,2,1,6,0,1,12,12001,2012-01-10,1,1
14698,12001,34071,29772,50100,2,1,1,1,1,3,3,3,12,12001,2016-03-07,1,1
14699,12001,34071,29776,10400,2,1,1,1,1,3,3,1,12,12001,2016-03-07,1,1
14700,12001,34072,29742,20600,1,1,1,2,3,1,2,1,12,12001,2014-01-28,4,1
14701,12001,34073,29783,30500,2,1,1,2,1,6,0,3,12,12001,2016-03-16,1,1
14702,12001,34074,29729,10400,2,1,1,2,1,3,3,1,12,12001,2016-03-21,1,1
14703,12001,34074,29735,50100,2,1,1,2,1,3,3,1,12,12001,2016-03-21,1,1
14704,12001,34076,29787,10400,2,1,2,2,1,6,0,1,12,12001,2016-05-24,1,1
14705,12001,34080,29792,50200,2,1,1,2,1,0,0,2,12,12001,2013-12-02,1,3
14706,12001,34081,29746,50200,2,1,1,2,1,6,0,2,12,12001,2015-06-08,1,3
14707,12001,34084,29755,10400,2,1,1,2,1,6,0,1,12,12001,2014-10-03,2,1
14708,12001,34085,29797,30400,1,1,1,1,3,6,0,1,12,12001,2016-05-19,1,1
14709,12001,34086,29750,10400,2,1,1,2,1,3,0,1,12,12001,2016-03-12,1,1
14710,12001,34087,29800,60101,1,1,1,2,3,6,3,3,12,12001,2016-03-27,1,1
14711,12001,34087,29805,30100,2,1,1,3,1,6,3,3,12,12001,2016-03-27,1,1
14712,12001,34088,29759,40300,2,1,1,2,1,0,3,1,12,12001,2015-04-15,4,11
14713,12001,34089,29802,20600,1,1,1,1,3,6,0,2,12,12001,2016-02-08,5,1
14714,12001,34090,29754,50200,2,1,1,2,1,6,0,2,12,12001,2015-05-01,1,2
14715,12001,34093,29764,50200,2,1,1,2,1,0,3,3,12,12001,2013-09-27,1,1
14717,12001,34095,29758,40100,2,1,1,1,1,6,0,1,12,12001,2016-03-31,1,2
14718,12001,34096,29620,91800,1,1,1,1,3,1,0,1,12,12001,2011-07-17,1,1
14719,12001,34097,29814,90300,2,1,1,2,1,0,0,3,12,12001,2015-11-03,3,1
14720,12001,34098,29812,50200,2,1,1,2,1,0,0,2,12,12001,2015-11-10,1,4
14721,12001,34099,29763,50200,2,1,1,2,1,6,0,2,12,12001,2013-12-06,1,1
14722,12001,34100,29625,10400,2,1,1,1,1,3,0,1,12,12001,2014-12-14,1,1
14723,12001,34101,29819,10100,1,1,1,1,4,1,0,1,12,12001,2016-02-20,4,4
14724,12001,34101,29824,10400,2,1,1,1,4,1,3,1,12,12001,2016-02-20,4,4
14725,12001,34103,29817,10400,2,1,1,2,1,6,0,1,12,12001,2016-04-16,1,1
14726,12001,34104,29766,10400,2,1,1,2,1,3,3,1,12,12001,2015-12-18,1,1
14727,12001,34104,29771,50100,2,1,1,2,1,3,3,1,12,12001,2015-12-18,1,1
14728,12001,34107,29778,50200,2,1,1,2,1,0,3,3,12,12001,2015-02-22,1,3
14729,12001,34108,29822,50200,2,1,1,2,1,0,0,2,12,12001,2014-07-20,1,1
14730,12001,34109,29777,50200,2,1,1,2,1,6,0,2,12,12001,2012-02-10,1,2
14731,12001,34110,29636,40600,2,1,2,2,1,6,0,1,12,12002,2014-08-30,1,1
14732,12001,34111,29835,20100,2,1,1,1,1,6,0,1,12,12001,2016-04-02,2,1
14733,12001,34112,29827,50100,2,1,1,1,1,3,3,3,12,12001,2016-04-13,1,2
14734,12001,34112,29832,10400,2,1,1,2,1,3,3,1,12,12001,2016-04-13,1,2
14735,12001,34113,29782,50200,2,1,1,2,1,6,0,2,12,12001,2014-06-16,1,2
14736,12001,34114,29640,10400,2,1,1,2,1,6,0,1,12,12001,2015-02-08,1,1
14737,12001,34116,29791,40700,2,1,1,2,1,7,3,1,12,12001,2015-02-10,2,1
14738,12001,34117,29836,40600,2,1,2,2,1,6,2,1,12,12001,2016-01-15,1,1
14739,12001,34118,29786,50200,2,1,1,2,1,6,0,2,12,12001,2012-05-01,1,1
14740,12001,34119,29645,50200,2,1,1,2,1,6,0,1,12,12001,2014-03-26,1,1
14741,12001,34120,29842,50100,2,1,1,1,1,3,3,3,12,12001,2016-03-22,1,1
14742,12001,34120,29847,10400,2,1,1,1,1,3,3,1,12,12001,2016-03-22,1,1
14743,12001,34121,29796,10100,1,1,1,1,4,1,3,1,12,12001,2015-03-27,3,1
14744,12001,34122,29840,50100,2,1,1,1,1,3,3,3,12,12001,2016-03-24,1,2
14745,12001,34122,29844,10400,2,1,1,1,1,3,3,1,12,12001,2016-03-24,1,2
14746,12001,34123,29790,10100,2,1,2,1,1,6,0,1,12,12001,2016-03-31,1,2
14747,12001,34124,29650,50100,2,1,1,1,1,3,0,3,12,12001,2012-02-24,1,1
14748,12001,34126,29801,70100,2,1,1,2,1,7,3,1,12,12001,2016-04-16,1,1
14750,12001,34128,29795,40300,2,1,1,2,1,6,0,1,12,12001,2015-05-01,1,1
14751,12001,34132,29854,50100,2,1,1,1,1,3,0,3,12,12001,2016-01-01,1,1
14752,12001,34132,29859,10400,2,1,1,2,1,3,3,1,12,12001,2016-01-01,1,1
14753,12001,34133,29799,50100,2,1,1,2,1,6,3,1,12,12001,2016-04-11,1,1
14754,12001,34133,29804,10400,2,1,1,2,1,6,3,1,12,12001,2016-04-11,1,1
14755,12001,34135,29861,40600,2,1,2,2,1,6,0,1,12,12001,2015-09-21,1,1
14756,12001,34136,29816,50100,2,1,1,1,1,3,3,1,12,12001,2014-06-28,1,1
14757,12001,34137,29863,30100,2,1,1,2,1,3,0,3,12,12001,2016-04-03,1,1
14758,12001,34138,29810,30402,1,1,1,1,3,6,0,1,12,12001,2016-03-07,1,1
14759,12001,34140,29866,40700,2,1,1,1,1,6,2,3,12,12001,2015-09-12,3,1
14760,12001,34141,29821,40100,2,1,1,2,1,3,3,1,12,12001,2016-04-22,1,1
14761,12001,34142,29868,40400,2,1,1,2,1,0,0,3,12,12001,2015-09-22,1,1
14763,12001,34145,29870,40100,2,1,1,1,1,6,0,1,12,12001,2016-04-13,1,2
14764,12001,34146,29826,40700,2,1,1,2,1,0,3,1,12,12001,2015-10-15,1,1
14765,12001,34147,29873,40700,2,1,1,1,1,6,0,3,12,12001,2014-10-10,2,1
14766,12001,34149,29676,70100,2,1,1,2,1,6,0,1,12,12001,2015-06-24,1,1
14767,12001,34150,29874,10400,2,1,1,1,4,2,0,1,12,12001,2016-04-16,1,1
14768,12001,34151,29831,40300,2,1,1,2,1,0,3,1,12,12001,2013-09-20,1,1
14769,12001,34152,29878,40600,2,1,1,2,1,6,0,1,12,12001,2016-02-06,1,1
14770,12001,34153,29825,50200,2,1,1,2,1,6,0,2,12,12001,2014-08-16,1,2
14771,12001,34155,29881,80300,2,1,1,2,1,0,0,3,12,12029,2013-06-27,2,1
14772,12001,34156,29883,40300,2,1,1,2,1,6,0,3,12,12001,2015-11-22,1,1
14773,12001,34157,29830,10100,1,1,1,1,4,6,0,1,12,12001,2016-04-27,2,2
14774,12001,34159,29884,40103,2,1,1,1,3,7,0,1,12,12001,2015-04-21,1,1
14775,12001,34160,29839,50100,2,1,1,1,1,3,3,1,12,12001,2016-01-25,1,1
14776,12001,34160,29843,10400,2,1,1,1,1,3,3,1,12,12001,2016-01-25,1,1
14777,12001,34161,29888,40700,2,1,1,2,1,6,0,3,12,12001,2014-02-08,2,1
14778,12001,34162,29833,40700,2,1,1,3,6,6,0,1,12,12001,2013-03-19,3,1
14779,12001,34165,29848,30100,2,1,1,2,1,7,3,1,12,12001,2016-01-21,1,1
14780,12001,34167,29838,40300,2,1,1,2,1,7,0,1,12,12001,2016-03-08,1,1
14781,12001,34168,29693,10100,1,1,1,1,3,1,0,1,12,12001,2015-01-20,3,1
14782,12001,34169,29901,50100,2,1,1,1,1,3,3,3,12,12001,2016-03-14,1,1
14783,12001,34169,29905,10400,2,1,1,1,1,3,3,1,12,12001,2016-03-14,1,1
14784,12001,34170,29903,30400,1,1,1,1,1,6,0,1,12,12001,2010-04-14,1,1
14785,12001,34171,29698,50100,2,1,1,1,1,3,0,1,12,12001,2014-05-26,1,1
14786,12001,34173,29853,50200,2,1,1,2,1,7,3,3,12,12001,2016-02-20,1,4
14787,12001,34174,29908,50200,2,1,1,2,1,0,0,2,12,12001,2016-04-15,1,1
14788,12001,34175,29845,40700,3,1,1,2,1,6,0,1,12,12001,2014-05-15,2,1
14789,12001,34176,29703,50200,2,1,1,2,1,6,0,1,12,12001,2009-10-03,1,1
14790,12001,34178,29858,50200,2,1,1,2,1,0,3,3,12,12001,2014-10-15,1,2
14791,12001,34179,29912,50100,2,1,1,1,1,6,0,3,12,12001,2016-02-07,1,1
14792,12001,34180,29850,40300,2,1,1,3,1,6,0,1,12,12001,2015-10-25,1,1
14793,12001,34182,29917,50100,2,1,1,1,1,6,0,3,12,12001,2011-05-02,1,1
14794,12001,34182,29921,10400,2,1,1,1,1,6,3,1,12,12001,2011-05-02,1,1
14795,12001,34183,29855,50200,2,1,1,3,1,6,0,2,12,12001,2013-04-18,1,2
14796,12001,34185,29923,40500,2,2,1,1,1,0,0,1,12,12001,2014-09-06,1,1
14797,12001,34186,29867,10400,2,1,2,2,1,6,3,1,12,12001,2016-04-13,1,1
14798,12001,34187,29926,40300,2,1,1,2,1,0,0,3,12,12001,2013-05-12,1,1
14799,12001,34189,29721,40100,3,3,3,3,6,0,0,4,12,12001,2014-08-19,2,1
14800,12001,34192,29931,10100,2,1,1,1,4,1,3,1,12,12001,2016-01-03,2,1
14801,12001,34193,29865,10400,2,1,1,2,1,3,0,1,12,12001,2016-04-01,1,1
14802,12001,34194,29724,50300,2,1,1,2,1,3,0,1,12,12001,2015-03-23,1,1
14803,12001,34195,29933,50200,2,1,1,2,1,0,0,2,12,12001,2016-02-23,1,2
14804,12001,34197,29936,40100,1,1,1,2,3,0,3,1,12,12001,2010-05-31,1,1
14805,12001,34197,29941,40500,1,1,1,2,1,6,3,3,12,12001,2010-05-31,1,1
14806,12001,34198,29871,40600,2,1,1,2,1,6,0,1,12,12001,2015-11-01,1,1
14807,12001,34200,29938,40700,2,1,1,2,1,0,0,3,12,12001,2014-03-21,1,1
14808,12001,34201,29887,30400,1,1,1,1,1,3,0,1,12,12001,2016-04-08,1,1
14809,12001,34202,29946,40600,2,1,1,2,1,6,0,1,12,12001,2016-02-19,1,1
14810,12001,34203,29876,10400,2,1,1,2,1,6,3,1,12,12001,2015-10-01,1,1
14811,12001,34203,29879,50100,2,1,1,2,1,3,3,1,12,12001,2015-10-01,1,1
14812,12001,34205,29942,10400,2,1,1,2,1,3,0,1,12,12001,2016-03-08,1,1
14813,12001,34207,29951,40100,2,1,1,1,3,6,0,1,12,12002,2016-08-17,2,1
14814,12001,34208,29886,10400,2,1,1,2,1,6,0,1,12,12001,2016-02-13,1,1
14816,12001,34210,29948,50100,2,1,1,1,1,3,3,3,12,12001,2016-05-05,1,2
14817,12001,34210,29953,10400,2,1,1,2,1,3,3,1,12,12001,2016-05-05,1,2
14819,12001,34212,29956,50200,2,1,1,2,1,0,0,2,12,12001,2016-07-19,1,3
14820,12001,34213,29890,60300,2,1,1,2,1,3,3,1,12,12001,2015-05-29,1,1
14821,12001,34213,29895,10400,2,1,1,2,1,3,3,1,12,12001,2015-05-29,1,1
14822,12001,34214,29734,10100,1,1,1,1,3,1,0,1,12,12001,2015-04-19,2,1
14823,12001,34215,29958,10400,2,1,1,1,1,6,0,1,12,12001,2016-04-01,1,1
14824,12001,34217,29961,40600,2,1,1,2,1,6,0,1,12,12001,2016-01-03,1,1
14825,12001,34218,29900,10100,1,2,1,1,3,1,0,1,12,12001,2016-05-19,1,1
14826,12001,34219,29739,50100,2,1,1,1,1,3,0,1,12,12001,2014-08-31,1,1
14827,12001,34219,29745,10400,3,3,3,3,6,0,0,4,12,12001,2014-08-31,1,1
14828,12001,34220,29964,50200,2,1,1,2,1,0,0,2,12,12001,2015-03-01,1,2
14829,12001,34221,29966,40100,2,1,1,2,1,6,0,1,12,12001,2016-04-05,3,1
14830,12001,34222,29906,80202,2,1,1,2,1,6,0,1,12,12001,2014-10-03,2,4
14831,12001,34224,29969,40300,2,1,1,2,1,0,0,3,12,12001,2010-07-06,1,1
14832,12001,34225,29916,10400,2,1,1,1,1,2,3,1,12,12001,2016-05-02,1,1
14833,12001,34226,29971,90300,2,1,1,2,1,0,0,3,12,12001,2015-12-10,1,1
14834,12001,34228,29974,50200,2,1,1,2,1,0,0,2,12,12001,2014-12-02,1,3
14835,12001,34229,29976,40600,2,1,1,2,1,6,0,1,12,12001,2016-05-31,3,1
14836,12001,34230,29920,50200,2,1,1,2,1,6,0,2,12,12001,2011-12-16,1,2
14837,12001,34232,29979,50200,2,1,1,2,1,0,0,2,12,12001,2014-09-02,1,1
14838,12001,34233,29925,40400,2,1,1,3,1,0,3,3,12,12001,2015-11-27,1,1
14839,12001,34234,29981,30100,2,1,1,1,1,6,0,1,12,12001,2016-03-15,1,1
14840,12001,34235,29924,40300,2,1,1,2,1,6,0,1,12,12001,2015-04-10,1,1
14841,12001,34236,29770,40100,2,1,1,1,1,3,0,1,12,12002,2015-01-08,1,1
14842,12001,34236,29775,10400,2,1,1,1,1,3,0,1,12,12001,2015-01-08,1,1
14843,12001,34238,29930,50200,2,1,1,2,1,7,3,3,12,12001,2014-01-01,1,2
14844,12001,34239,29986,50100,2,1,1,1,1,6,3,3,12,12001,2014-03-04,1,1
14845,12001,34239,29990,10400,2,1,1,2,1,6,3,1,12,12001,2014-03-04,1,1
14846,12001,34240,29928,10400,2,1,1,1,1,3,0,1,12,12001,2016-03-04,1,1
14847,12001,34243,29935,50200,2,1,1,3,1,0,3,3,12,12001,2014-10-15,1,3
14848,12001,34244,29995,50200,2,1,1,2,1,0,0,2,12,12001,2016-05-11,1,1
14849,12001,34245,29934,40300,2,1,1,2,1,6,0,1,12,12001,2015-03-18,1,1
14850,12001,34246,29788,30400,1,1,1,1,3,3,0,1,12,12001,2016-02-27,1,1
14851,12001,34247,29998,40300,2,1,1,2,1,0,0,3,12,12001,2015-07-13,1,1
